year,reference_code,local_reference,objectID,title,collection,collection_canonical,currency,price,price_eur,market,url,url_full
2026,CRWSPN0013,WSPN0013,CRWSPN0013,Montre Panthère De Cartier,Panthère de Cartier,Panthère,EUR,5000.0,5000.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSPN0013,https://www.cartier.com/fr-fr/product/CRWSPN0013
2026,CRWSTA0136,WSTA0136,CRWSTA0136,Montre Tank Must de Cartier,Tank,Tank,EUR,3750.0,3750.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0136,https://www.cartier.com/fr-fr/product/CRWSTA0136
2026,CRWSSA0029,WSSA0029,CRWSSA0029,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,8100.0,8100.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0029,https://www.cartier.com/fr-fr/product/CRWSSA0029
2026,CRWGTA0352,WGTA0352,CRWGTA0352,Montre Tank Louis Cartier,Tank,Tank,EUR,8600.0,8600.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0352,https://www.cartier.com/fr-fr/product/CRWGTA0352
2026,CRWGTA0357,WGTA0357,CRWGTA0357,Montre Tank Louis Cartier,Tank,Tank,EUR,16100.0,16100.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0357,https://www.cartier.com/fr-fr/product/CRWGTA0357
2026,CRW2SA0033,W2SA0033,CRW2SA0033,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,10800.0,10800.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW2SA0033,https://www.cartier.com/fr-fr/product/CRW2SA0033
2026,CRWGBA0041,WGBA0041,CRWGBA0041,Montre Baignoire,Baignoire,Other,EUR,8850.0,8850.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGBA0041,https://www.cartier.com/fr-fr/product/CRWGBA0041
2026,CRW2PN0018,W2PN0018,CRW2PN0018,Montre Panthère de Cartier,Panthère de Cartier,Panthère,EUR,9550.0,9550.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW2PN0018,https://www.cartier.com/fr-fr/product/CRW2PN0018
2026,CRWSSA0096,WSSA0096,CRWSSA0096,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,8900.0,8900.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0096,https://www.cartier.com/fr-fr/product/CRWSSA0096
2026,CRWSTA0107,WSTA0107,CRWSTA0107,Montre Tank Must de Cartier,Tank,Tank,EUR,3900.0,3900.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0107,https://www.cartier.com/fr-fr/product/CRWSTA0107
2026,CRWGTA0211,WGTA0211,CRWGTA0211,Montre Tank Louis Cartier,Tank,Tank,EUR,14800.0,14800.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0211,https://www.cartier.com/fr-fr/product/CRWGTA0211
2026,CRWSPN0012,WSPN0012,CRWSPN0012,Montre Panthère de Cartier,Panthère de Cartier,Panthère,EUR,4200.0,4200.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSPN0012,https://www.cartier.com/fr-fr/product/CRWSPN0012
2026,CRWGTA0346,WGTA0346,CRWGTA0346,Montre Tank Louis Cartier,Tank,Tank,EUR,16100.0,16100.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0346,https://www.cartier.com/fr-fr/product/CRWGTA0346
2026,CRWSSA0082,WSSA0082,CRWSSA0082,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,6550.0,6550.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0082,https://www.cartier.com/fr-fr/product/CRWSSA0082
2026,CRW3PN0014,W3PN0014,CRW3PN0014,Montre Panthère de Cartier,Panthère de Cartier,Panthère,EUR,14400.0,14400.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW3PN0014,https://www.cartier.com/fr-fr/product/CRW3PN0014
2026,CRWSSA0063,WSSA0063,CRWSSA0063,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,8100.0,8100.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0063,https://www.cartier.com/fr-fr/product/CRWSSA0063
2026,CRW4TA0031,W4TA0031,CRW4TA0031,Montre Tank Must de Cartier,Tank,Tank,EUR,6500.0,6500.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW4TA0031,https://www.cartier.com/fr-fr/product/CRW4TA0031
2026,CRWSPN0015,WSPN0015,CRWSPN0015,Montre Panthère de Cartier,Panthère de Cartier,Panthère,EUR,5950.0,5950.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSPN0015,https://www.cartier.com/fr-fr/product/CRWSPN0015
2026,CRWGTA0342,WGTA0342,CRWGTA0342,Montre Tank Louis Cartier,Tank,Tank,EUR,11400.0,11400.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0342,https://www.cartier.com/fr-fr/product/CRWGTA0342
2026,CRWSTA0121,WSTA0121,CRWSTA0121,Montre Tank Must SolarBeat™,Tank,Tank,EUR,3900.0,3900.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0121,https://www.cartier.com/fr-fr/product/CRWSTA0121
2026,CRWSTA0135,WSTA0135,CRWSTA0135,Montre Tank Must de Cartier,Tank,Tank,EUR,3550.0,3550.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0135,https://www.cartier.com/fr-fr/product/CRWSTA0135
2026,CRW4PN0016,W4PN0016,CRW4PN0016,Montre Panthère De Cartier PM,Panthère de Cartier,Panthère,EUR,9100.0,9100.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW4PN0016,https://www.cartier.com/fr-fr/product/CRW4PN0016
2026,CRWGTA0303,WGTA0303,CRWGTA0303,Montre Tank Louis Cartier,Tank,Tank,EUR,20700.0,20700.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0303,https://www.cartier.com/fr-fr/product/CRWGTA0303
2026,CRWSSA0076,WSSA0076,CRWSSA0076,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,10500.0,10500.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0076,https://www.cartier.com/fr-fr/product/CRWSSA0076
2026,CRWSSA0062,WSSA0062,CRWSSA0062,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,8900.0,8900.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0062,https://www.cartier.com/fr-fr/product/CRWSSA0062
2026,CRWSTA0129,WSTA0129,CRWSTA0129,Montre Tank Française,Tank,Tank,EUR,4200.0,4200.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0129,https://www.cartier.com/fr-fr/product/CRWSTA0129
2026,CRWSTA0115,WSTA0115,CRWSTA0115,Montre Tank Must de Cartier,Tank,Tank,EUR,3900.0,3900.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0115,https://www.cartier.com/fr-fr/product/CRWSTA0115
2026,CRWSTA0122,WSTA0122,CRWSTA0122,Montre Tank Must SolarBeat™,Tank,Tank,EUR,4150.0,4150.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0122,https://www.cartier.com/fr-fr/product/CRWSTA0122
2026,CRWSTA0137,WSTA0137,CRWSTA0137,Montre Tank Must de Cartier,Tank,Tank,EUR,3550.0,3550.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0137,https://www.cartier.com/fr-fr/product/CRWSTA0137
2026,CRWSTA0106,WSTA0106,CRWSTA0106,Montre Tank Must de Cartier,Tank,Tank,EUR,4150.0,4150.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0106,https://www.cartier.com/fr-fr/product/CRWSTA0106
2026,CRWSTA0116,WSTA0116,CRWSTA0116,Montre Tank Américaine,Tank,Tank,EUR,3700.0,3700.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0116,https://www.cartier.com/fr-fr/product/CRWSTA0116
2026,CRWSSA0089,WSSA0089,CRWSSA0089,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,11300.0,11300.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0089,https://www.cartier.com/fr-fr/product/CRWSSA0089
2026,CRWSTA0105,WSTA0105,CRWSTA0105,Montre Tank Française,Tank,Tank,EUR,5400.0,5400.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0105,https://www.cartier.com/fr-fr/product/CRWSTA0105
2026,CRWSPN0016,WSPN0016,CRWSPN0016,Montre Panthère de Cartier,Panthère de Cartier,Panthère,EUR,6550.0,6550.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSPN0016,https://www.cartier.com/fr-fr/product/CRWSPN0016
2026,CRWSBB0062,WSBB0062,CRWSBB0062,Montre Ballon Bleu de Cartier,Ballon Bleu de Cartier,Ballon Bleu,EUR,6700.0,6700.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSBB0062,https://www.cartier.com/fr-fr/product/CRWSBB0062
2026,CRW4BB0021,W4BB0021,CRW4BB0021,Montre Ballon Bleu de Cartier,Ballon Bleu de Cartier,Ballon Bleu,EUR,8350.0,8350.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW4BB0021,https://www.cartier.com/fr-fr/product/CRW4BB0021
2026,CRWGBA0040,WGBA0040,CRWGBA0040,Montre Baignoire,Baignoire,Other,EUR,8850.0,8850.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGBA0040,https://www.cartier.com/fr-fr/product/CRWGBA0040
2026,CRW2BB0037,W2BB0037,CRW2BB0037,Montre Ballon Bleu de Cartier,Ballon Bleu de Cartier,Ballon Bleu,EUR,10700.0,10700.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW2BB0037,https://www.cartier.com/fr-fr/product/CRW2BB0037
2026,CRWGTA0353,WGTA0353,CRWGTA0353,Montre Tank Américaine,Tank,Tank,EUR,9150.0,9150.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0353,https://www.cartier.com/fr-fr/product/CRWGTA0353
2026,CRW2PN0019,W2PN0019,CRW2PN0019,Montre Panthère de Cartier,Panthère de Cartier,Panthère,EUR,10800.0,10800.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW2PN0019,https://www.cartier.com/fr-fr/product/CRW2PN0019
2026,CRW2SA0016,W2SA0016,CRW2SA0016,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,12200.0,12200.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW2SA0016,https://www.cartier.com/fr-fr/product/CRW2SA0016
2026,CRWGTA0343,WGTA0343,CRWGTA0343,Montre Tank Louis Cartier,Tank,Tank,EUR,12900.0,12900.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0343,https://www.cartier.com/fr-fr/product/CRWGTA0343
2026,CRWGBA0025,WGBA0025,CRWGBA0025,Montre Baignoire,Baignoire,Other,EUR,21000.0,21000.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGBA0025,https://www.cartier.com/fr-fr/product/CRWGBA0025
2026,CRWJTA0062,WJTA0062,CRWJTA0062,Montre Tank Française,Tank,Tank,EUR,32800.0,32800.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWJTA0062,https://www.cartier.com/fr-fr/product/CRWJTA0062
2026,CRW3PN0015,W3PN0015,CRW3PN0015,Montre Panthère de Cartier,Panthère de Cartier,Panthère,EUR,16100.0,16100.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW3PN0015,https://www.cartier.com/fr-fr/product/CRW3PN0015
2026,CRW2SA0038,W2SA0038,CRW2SA0038,Montre Santos-Dumont,Santos de Cartier,Santos,EUR,6750.0,6750.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW2SA0038,https://www.cartier.com/fr-fr/product/CRW2SA0038
2026,CRWJPN0093,WJPN0093,CRWJPN0093,Montre Panthère de Cartier,Panthère de Cartier,Panthère,EUR,37700.0,37700.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWJPN0093,https://www.cartier.com/fr-fr/product/CRWJPN0093
2026,CRWGTA0011,WGTA0011,CRWGTA0011,Montre Tank Louis Cartier,Tank,Tank,EUR,14600.0,14600.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0011,https://www.cartier.com/fr-fr/product/CRWGTA0011
2026,CRWGTA0010,WGTA0010,CRWGTA0010,Montre Tank Louis Cartier,Tank,Tank,EUR,13100.0,13100.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0010,https://www.cartier.com/fr-fr/product/CRWGTA0010
2026,CRHPI01777,HPI01777,CRHPI01777,Montre Joaillière Panthère,Panthère Jewelry Watches,Panthère,EUR,278000.0,278000.0,fr-fr,https://www.cartier.com/fr-fr/product/CRHPI01777,https://www.cartier.com/fr-fr/product/CRHPI01777
2026,CRWGMC0004,WGMC0004,CRWGMC0004,Montre Reflection de Cartier,Reflection de Cartier,Other,EUR,,,fr-fr,https://www.cartier.com/fr-fr/product/CRWGMC0004,https://www.cartier.com/fr-fr/product/CRWGMC0004
2026,CRWGTA0344,WGTA0344,CRWGTA0344,Montre Tank Française,Tank,Tank,EUR,25700.0,25700.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWGTA0344,https://www.cartier.com/fr-fr/product/CRWGTA0344
2026,CRWSTA0053,WSTA0053,CRWSTA0053,Montre Tank Must,Tank,Tank,EUR,5800.0,5800.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0053,https://www.cartier.com/fr-fr/product/CRWSTA0053
2026,CRW2SA0009,W2SA0009,CRW2SA0009,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,13500.0,13500.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW2SA0009,https://www.cartier.com/fr-fr/product/CRW2SA0009
2026,CRWJTA0058,WJTA0058,CRWJTA0058,Montre Tank Américaine,Tank,Tank,EUR,17300.0,17300.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWJTA0058,https://www.cartier.com/fr-fr/product/CRWJTA0058
2026,CRWSBB0044,WSBB0044,CRWSBB0044,Montre Ballon Bleu de Cartier,Ballon Bleu de Cartier,Ballon Bleu,EUR,6700.0,6700.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSBB0044,https://www.cartier.com/fr-fr/product/CRWSBB0044
2026,CRWSSA0086,WSSA0086,CRWSSA0086,Montre Santos-Dumont,Santos de Cartier,Santos,EUR,4700.0,4700.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0086,https://www.cartier.com/fr-fr/product/CRWSSA0086
2026,CRWSTA0067,WSTA0067,CRWSTA0067,Montre Tank Française,Tank,Tank,EUR,6600.0,6600.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0067,https://www.cartier.com/fr-fr/product/CRWSTA0067
2026,CRWSSA0071,WSSA0071,CRWSSA0071,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,8900.0,8900.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0071,https://www.cartier.com/fr-fr/product/CRWSSA0071
2026,CRWSTA0117,WSTA0117,CRWSTA0117,Montre Tank Américaine,Tank,Tank,EUR,4350.0,4350.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0117,https://www.cartier.com/fr-fr/product/CRWSTA0117
2026,CRWSSA0037,WSSA0037,CRWSSA0037,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,9250.0,9250.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0037,https://www.cartier.com/fr-fr/product/CRWSSA0037
2026,CRWSBB0030,WSBB0030,CRWSBB0030,Montre Ballon Bleu de Cartier,Ballon Bleu de Cartier,Ballon Bleu,EUR,6250.0,6250.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSBB0030,https://www.cartier.com/fr-fr/product/CRWSBB0030
2026,CRW2SA0037,W2SA0037,CRW2SA0037,Montre Santos-Dumont,Santos de Cartier,Santos,EUR,7200.0,7200.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW2SA0037,https://www.cartier.com/fr-fr/product/CRW2SA0037
2026,CRWSSA0039,WSSA0039,CRWSSA0039,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,9500.0,9500.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0039,https://www.cartier.com/fr-fr/product/CRWSSA0039
2026,CRWSTA0108,WSTA0108,CRWSTA0108,Montre Tank Must de Cartier,Tank,Tank,EUR,3900.0,3900.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0108,https://www.cartier.com/fr-fr/product/CRWSTA0108
2026,CRWSTA0138,WSTA0138,CRWSTA0138,Montre Tank Must de Cartier,Tank,Tank,EUR,3750.0,3750.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSTA0138,https://www.cartier.com/fr-fr/product/CRWSTA0138
2026,CRW2SA0034,W2SA0034,CRW2SA0034,Montre Santos-Dumont,Santos de Cartier,Santos,EUR,10500.0,10500.0,fr-fr,https://www.cartier.com/fr-fr/product/CRW2SA0034,https://www.cartier.com/fr-fr/product/CRW2SA0034
2026,CRWSBB0028,WSBB0028,CRWSBB0028,Montre Ballon Bleu de Cartier,Ballon Bleu de Cartier,Ballon Bleu,EUR,6550.0,6550.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSBB0028,https://www.cartier.com/fr-fr/product/CRWSBB0028
2026,CRWSSA0018,WSSA0018,CRWSSA0018,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,8900.0,8900.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0018,https://www.cartier.com/fr-fr/product/CRWSSA0018
2026,CRWSSA0085,WSSA0085,CRWSSA0085,Montre Santos-Dumont,Santos de Cartier,Santos,EUR,5000.0,5000.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0085,https://www.cartier.com/fr-fr/product/CRWSSA0085
2026,CRWSSA0061,WSSA0061,CRWSSA0061,Montre Santos de Cartier,Santos de Cartier,Santos,EUR,8100.0,8100.0,fr-fr,https://www.cartier.com/fr-fr/product/CRWSSA0061,https://www.cartier.com/fr-fr/product/CRWSSA0061
